orig	translated
Warren dead . Let us believe the story . The housekeeper was at the library sometime between six and seven . She found the door locked ; what is more , she claimed she thought she heard some one in the building . That may not be so ; her	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
held firm , and by the time he had been a quarter of an hour shut up in his odd prison - cell , Fandor had ceased to give a thought to the possibility of taking a fall . His whole attention was again concentrated on Fantômas ; but the	Fandor hielt die ganze Stunde in der Zelle fest und konzentrierte seine Aufmerksamkeit auf die merkwürdige Fantômas .
following the road from the Pré Catalan had plunged into the lake of the Bois de Boulogne ! Fortunately the lake is not very deep . Still , the danger was serious that confronted those who found themselves thus involved in so sudden a shipwreck . The women were muffled	Die katalanischen Frauen in Boulogne waren nicht ernsthaft , so daß die Straße von Pré in den See geworfen wurde .
talked a good deal about it when he did n't know he was talking , driving home in the evenings . But McNab 's making a fool of him for his own purposes , and to do harm to Mr. Farrel , I think . I was trying to tell	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
, half closed her eyes , tapped time with the right foot , smartly . Imitative in this , she managed , too , to get into her voice that soft and husky Negro quality which for years she had heard on river boats , bayous , landings . I	, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
more round and his hand was visible . It was at this that Blueneck stared . Among the small , white , much - beringed fingers , and round the slender wrist from which the lace ruffle had been pushed back a little , slid the thin blue blade of	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. You have sacrificed for the cause , and you are going on and become a leader . ” “ I hope so , ” said Peter , modestly . “ But then , what is it , Comrade Jennie ? Why do n't you care for me ? ”	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. I must not admit to myself that I am affected thus . Therefore I think and I say that they are disgusting , ridiculous , contemptible . ” Her attitude was somewhat complicated by the fact that , as wife of the steamer 's captain , she was treated	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
nodded . “ For some reason none of you tried to figure out what those letters might mean . They did mean something , though the word was not completed . Did you ever hear of ‘ Ananias ' ? ” As the chief wrinkled up his brow in thought	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
then finished : “ It 's a Chinaman . ” Chapter VIII We Have a Visitor — and — I Take a Ride For a moment no one spoke . As our eyes met , the look we gave each other was a wondering one . I saw a half	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
when they at last reached the shore ; the tide was well out , and the sea seemed a full mile the other side of the soft greenish belt . Joe dropped the Spaniard 's feet and stood staring in front of him for a moment ; then he stooped	the Spaniard stooped in front of him ; then he stood staring at the sea ; and when the tide dropped out , Joe 's feet reached the shore ; the other side of the gulf was a soft , grünish sea ; and the moment was well spent .
"Steve 's . """""""" I 'm going to - morrow , """""""" he said , and told her of the promise he had made his mother . """""""" I feel it 's up to me to carry this job through , but when it 's over I 'm coming back"	"'m going back , """""""" he said , """""""" I feel it 's going to be a good job . """""""" Steve 's mother told him he had to carry it over to the morrow , but when he told me it 's going to be a bad job , he made up his mind ."
opened the door wider and asked us to come in . Taking us down a long hall , she showed us into the living room and left . It was an enormous room . The floor was covered with valuable rugs . Etchings and pictures , which Warren had picked	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
he had pushed his way in frantic haste to the bedchamber , throwing aside the footman who was for showing him into an adjoining sitting room . It was Jérôme Fandor ! The unhappy young man strode across the room and fell to his knees beside Elisabeth 's bed .	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
, and it was these confederates who had come at night to make a cut on his arm as if he had been wounded , after first sending him to sleep by means of the drug the debilitating effects of which he still experienced . With what object had they	. . . . . . . . . .
Miss Harlan , it is the privilege of young women to lose their tempers . Only in your case it happened that what you said became public . I am sure the chief will agree with me that you are sorry you said what you did ; but though there	. . . . . . . . . . . . . . . . . . . . .
"began moving forward -- moving towards that monstrous thing which reared itself up out of the gloom and the shadows , up and up , almost to the very roof itself . """""""" What are you doing ? """""""" I cried . """""""" I tell you , I saw it"	", """""""" rief ich , """""""" was es ?"
"now ? """""""" Chapter 4 """""""" VOICES ! """""""" Scranton closed the journal on the forefinger of his right hand and looked at Milton Rhodes . """""""" Well , """""""" said he , """""""" what do you think of that ? """""""" Rhodes did not say what he thought of"	""""""""" Well , """""""" he said , """""""" VOICES ? """""""" Well , """""""" he thought , """""""" he did not say what he thought of Scranton . """""""" Chapter 4 , """""""" he closed his hand and looked at his forefinger ."
the Sanctuary as soon as they could make it . They were to bring the necessary papers so that I could deed over $ 15,000 to Dr. Jeremiah Rutherford of Bedford Hills , to be paid in monthly installments of $ 1,000 to his wife . I added that there	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
sat down and sipped some brandy . “ I wish you would not upset me , ” he said . “ I feel as sick as a dog , and the very thought of taking this stuff in my teeth is more than I can stand . ” “ Sorry	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
"drawn sort of blank for the whole month of March . Can you take a look at my horoscope and tell me what the stars were doing to me then ? """""""" She stared at me shrewdly . """""""" Police , """""""" she remarked . """""""" Land 's sakes ,"	", """""""" remarked she shrewdly , """""""" can you tell me what sort of horoscope you were doing ? """""""" She stared at me for a month , then drew a blank at the Land Police ."
, promenade ! And what 's to stop you dreaming , like any other innocent , that you are destined to - night to we d the fairest princess in all the world . ” The person holding this discourse , so full of a philosophic optimism , was no	d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , d , 
him : he now realised , for the first time , the change in the weather . The northern section of the heaven was covered with intense darkness . Over the blackness a sort of copper - coloured wisp , like smoke , was driving at a great speed .	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
for one 's countryman , I hope . ” “ What did the police undertake to do ? ” “ I do not know . ” “ Give me the god - dam truth now . Whom did you see at the police ? ” “ No one . I	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
I do n't pelieve one got - tam wort he say , py Chesus . And this got - tam yarn about a got - tam sting - ray . You see , fellers , he iss a spy . Dat 's what dis feller is : a spy .	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
"appearance of this angel on Mount Rainier ? """""""" But Milton would n't tell me that . Instead , he told me to think . Think ? I did . I thought hard ; but I could n't see it . However , we were drawing close to the rocks"	. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
